ingestion_time_utc,mapped_airline,live_flights,avg_velocity,avg_altitude,on_ground_count,airborne_count,prev_live_flights,count_change,target_anomaly,total_route_flights,distinct_departure_hubs,has_aviationstack_context,airborne_ratio,on_ground_ratio
2026-04-06T16:59:34.721135+00:00,SpiceJet,13,164.45,6842.76,2,11,10.0,3.0,0,4.0,2.0,1,0.8461538461538461,0.15384615384615385
2026-04-06T16:59:34.721135+00:00,Thai Airways,24,108.49,5052.42,4,20,19.0,5.0,1,0.0,0.0,0,0.8333333333333334,0.16666666666666666
2026-04-06T16:59:34.721135+00:00,Turkish Airlines,114,200.32,8491.22,6,108,128.0,-14.0,1,10.0,6.0,1,0.9473684210526315,0.05263157894736842
2026-04-06T16:59:34.721135+00:00,United Airlines,447,205.63,9238.05,30,417,482.0,-35.0,1,35.0,7.0,1,0.9328859060402684,0.06711409395973154
2026-04-06T17:00:09.480304+00:00,ANA,20,192.09,7812.91,1,19,19.0,1.0,0,27.0,6.0,1,0.95,0.05
2026-04-06T17:00:09.480304+00:00,Air France,92,176.42,8172.67,7,85,92.0,0.0,0,41.0,8.0,1,0.9239130434782609,0.07608695652173914
2026-04-06T17:00:09.480304+00:00,Air India,66,176.1,7145.96,4,62,66.0,0.0,0,40.0,6.0,1,0.9393939393939394,0.06060606060606061
2026-04-06T17:00:09.480304+00:00,American Airlines,546,190.29,8553.12,45,501,546.0,0.0,0,35.0,7.0,1,0.9175824175824175,0.08241758241758242
2026-04-06T17:00:09.480304+00:00,British Airways,84,198.19,7808.69,0,84,84.0,0.0,0,22.0,9.0,1,1.0,0.0
2026-04-06T17:00:09.480304+00:00,Cathay Pacific,117,83.87,2786.5,7,110,118.0,-1.0,0,20.0,5.0,1,0.9401709401709402,0.05982905982905983
2026-04-06T17:00:09.480304+00:00,Delta Air Lines,459,192.16,8557.11,40,419,458.0,1.0,0,63.0,6.0,1,0.9128540305010894,0.08714596949891068
2026-04-06T17:00:09.480304+00:00,Emirates,44,231.94,9544.74,0,44,44.0,0.0,0,36.0,8.0,1,1.0,0.0
2026-04-06T17:00:09.480304+00:00,Etihad Airways,21,235.98,10190.48,0,21,21.0,0.0,0,19.0,7.0,1,1.0,0.0
2026-04-06T17:00:09.480304+00:00,IndiGo,83,160.85,6528.33,7,76,84.0,-1.0,0,62.0,9.0,1,0.9156626506024096,0.08433734939759036
2026-04-06T17:00:09.480304+00:00,Japan Airlines,11,150.49,8809.67,3,8,11.0,0.0,0,23.0,8.0,1,0.7272727272727273,0.2727272727272727
2026-04-06T17:00:09.480304+00:00,KLM,85,186.21,8173.95,6,79,85.0,0.0,0,52.0,6.0,1,0.9294117647058824,0.07058823529411765
2026-04-06T17:00:09.480304+00:00,Lufthansa,122,191.59,8175.32,8,114,123.0,-1.0,0,34.0,6.0,1,0.9344262295081968,0.06557377049180328
2026-04-06T17:00:09.480304+00:00,Qantas,7,247.94,10726.78,0,7,6.0,1.0,0,23.0,8.0,1,1.0,0.0
2026-04-06T17:00:09.480304+00:00,Qatar Airways,24,235.39,9715.5,1,23,24.0,0.0,0,14.0,4.0,1,0.9583333333333334,0.041666666666666664
2026-04-06T17:00:09.480304+00:00,Singapore Airlines,23,253.8,9675.74,0,23,23.0,0.0,0,23.0,7.0,1,1.0,0.0
2026-04-06T17:00:09.480304+00:00,SpiceJet,13,164.59,6345.56,2,11,13.0,0.0,0,4.0,2.0,1,0.8461538461538461,0.15384615384615385
2026-04-06T17:00:09.480304+00:00,Thai Airways,22,108.27,4857.95,4,18,24.0,-2.0,0,0.0,0.0,0,0.8181818181818182,0.18181818181818182
2026-04-06T17:00:09.480304+00:00,Turkish Airlines,113,200.91,8550.99,6,107,114.0,-1.0,0,10.0,6.0,1,0.9469026548672567,0.05309734513274336
2026-04-06T17:00:09.480304+00:00,United Airlines,446,205.62,9218.3,30,416,447.0,-1.0,0,35.0,7.0,1,0.9327354260089686,0.06726457399103139
2026-04-06T17:17:17.852970+00:00,ANA,15,211.27,10397.78,2,13,20.0,-5.0,1,27.0,6.0,1,0.8666666666666667,0.13333333333333333
2026-04-06T17:17:17.852970+00:00,Air France,93,173.74,7485.56,6,87,92.0,1.0,0,41.0,8.0,1,0.9354838709677419,0.06451612903225806
2026-04-06T17:17:17.852970+00:00,Air India,59,185.0,7315.59,1,58,66.0,-7.0,1,40.0,6.0,1,0.9830508474576272,0.01694915254237288
2026-04-06T17:17:17.852970+00:00,American Airlines,552,191.12,8614.27,48,504,546.0,6.0,1,35.0,7.0,1,0.9130434782608695,0.08695652173913043
2026-04-06T17:17:17.852970+00:00,British Airways,86,191.48,7920.8,4,82,84.0,2.0,0,22.0,9.0,1,0.9534883720930233,0.046511627906976744
2026-04-06T17:17:17.852970+00:00,Cathay Pacific,121,90.81,3219.83,10,111,117.0,4.0,0,20.0,5.0,1,0.9173553719008265,0.08264462809917356
2026-04-06T17:17:17.852970+00:00,Delta Air Lines,470,193.47,8370.87,32,438,459.0,11.0,1,63.0,6.0,1,0.9319148936170213,0.06808510638297872
2026-04-06T17:17:17.852970+00:00,Emirates,42,232.55,9883.51,1,41,44.0,-2.0,0,36.0,8.0,1,0.9761904761904762,0.023809523809523808
2026-04-06T17:17:17.852970+00:00,Etihad Airways,26,223.22,8746.59,0,26,21.0,5.0,1,19.0,7.0,1,1.0,0.0
2026-04-06T17:17:17.852970+00:00,IndiGo,78,163.06,7050.02,10,68,83.0,-5.0,1,62.0,9.0,1,0.8717948717948718,0.1282051282051282
2026-04-06T17:17:17.852970+00:00,Japan Airlines,13,177.31,9134.99,2,11,11.0,2.0,0,23.0,8.0,1,0.8461538461538461,0.15384615384615385
2026-04-06T17:17:17.852970+00:00,KLM,78,176.7,7178.88,5,73,85.0,-7.0,1,52.0,6.0,1,0.9358974358974359,0.0641025641025641
2026-04-06T17:17:17.852970+00:00,Lufthansa,125,187.2,7926.3,8,117,122.0,3.0,0,34.0,6.0,1,0.936,0.064
2026-04-06T17:17:17.852970+00:00,Qantas,6,165.15,7857.74,1,5,7.0,-1.0,0,23.0,8.0,1,0.8333333333333334,0.16666666666666666
2026-04-06T17:17:17.852970+00:00,Qatar Airways,21,237.15,10227.56,1,20,24.0,-3.0,0,14.0,4.0,1,0.9523809523809523,0.047619047619047616
2026-04-06T17:17:17.852970+00:00,Singapore Airlines,25,248.47,9569.2,0,25,23.0,2.0,0,23.0,7.0,1,1.0,0.0
2026-04-06T17:17:17.852970+00:00,SpiceJet,7,198.6,7181.31,0,7,13.0,-6.0,1,4.0,2.0,1,1.0,0.0
2026-04-06T17:17:17.852970+00:00,Thai Airways,24,97.16,3666.31,3,21,22.0,2.0,0,0.0,0.0,0,0.875,0.125
2026-04-06T17:17:17.852970+00:00,Turkish Airlines,135,198.49,8756.63,7,128,113.0,22.0,1,10.0,6.0,1,0.9481481481481482,0.05185185185185185
2026-04-06T17:17:17.852970+00:00,United Airlines,474,196.62,8390.8,32,442,446.0,28.0,1,35.0,7.0,1,0.9324894514767933,0.06751054852320675
2026-04-06T17:22:21.556775+00:00,ANA,12,243.42,10288.91,0,12,15.0,-3.0,0,27.0,6.0,1,1.0,0.0
2026-04-06T17:22:21.556775+00:00,Air France,92,171.36,7183.03,5,87,93.0,-1.0,0,41.0,8.0,1,0.9456521739130435,0.05434782608695652
2026-04-06T17:22:21.556775+00:00,Air India,58,182.65,7936.23,5,53,59.0,-1.0,0,40.0,6.0,1,0.9137931034482759,0.08620689655172414
2026-04-06T17:22:21.556775+00:00,American Airlines,558,191.14,8687.25,53,505,552.0,6.0,1,35.0,7.0,1,0.9050179211469535,0.09498207885304659
2026-04-06T17:22:21.556775+00:00,British Airways,80,196.1,8380.6,4,76,86.0,-6.0,1,22.0,9.0,1,0.95,0.05
2026-04-06T17:22:21.556775+00:00,Cathay Pacific,130,78.61,2625.09,10,120,121.0,9.0,1,20.0,5.0,1,0.9230769230769231,0.07692307692307693
2026-04-06T17:22:21.556775+00:00,Delta Air Lines,458,193.27,8484.61,35,423,470.0,-12.0,1,63.0,6.0,1,0.9235807860262009,0.07641921397379912
2026-04-06T17:22:21.556775+00:00,Emirates,40,236.49,9761.41,0,40,42.0,-2.0,0,36.0,8.0,1,1.0,0.0
2026-04-06T17:22:21.556775+00:00,Etihad Airways,24,216.54,8426.06,1,23,26.0,-2.0,0,19.0,7.0,1,0.9583333333333334,0.041666666666666664
2026-04-06T17:22:21.556775+00:00,IndiGo,75,163.51,7348.55,9,66,78.0,-3.0,0,62.0,9.0,1,0.88,0.12
2026-04-06T17:22:21.556775+00:00,Japan Airlines,12,197.76,9689.87,1,11,13.0,-1.0,0,23.0,8.0,1,0.9166666666666666,0.08333333333333333
2026-04-06T17:22:21.556775+00:00,KLM,76,178.24,6935.68,4,72,78.0,-2.0,0,52.0,6.0,1,0.9473684210526315,0.05263157894736842
2026-04-06T17:22:21.556775+00:00,Lufthansa,124,184.16,7881.35,10,114,125.0,-1.0,0,34.0,6.0,1,0.9193548387096774,0.08064516129032258
2026-04-06T17:22:21.556775+00:00,Qantas,6,171.43,7528.56,1,5,6.0,0.0,0,23.0,8.0,1,0.8333333333333334,0.16666666666666666
2026-04-06T17:22:21.556775+00:00,Qatar Airways,18,235.69,9397.15,0,18,21.0,-3.0,0,14.0,4.0,1,1.0,0.0
2026-04-06T17:22:21.556775+00:00,Singapore Airlines,24,241.35,9586.28,1,23,25.0,-1.0,0,23.0,7.0,1,0.9583333333333334,0.041666666666666664
2026-04-06T17:22:21.556775+00:00,SpiceJet,8,178.26,6850.38,0,8,7.0,1.0,0,4.0,2.0,1,1.0,0.0
2026-04-06T17:22:21.556775+00:00,Thai Airways,21,94.27,3370.85,1,20,24.0,-3.0,0,0.0,0.0,0,0.9523809523809523,0.047619047619047616
2026-04-06T17:22:21.556775+00:00,Turkish Airlines,130,202.89,8949.35,5,125,135.0,-5.0,1,10.0,6.0,1,0.9615384615384616,0.038461538461538464
2026-04-06T17:22:21.556775+00:00,United Airlines,477,193.92,8470.09,40,437,474.0,3.0,0,35.0,7.0,1,0.9161425576519916,0.08385744234800839
2026-04-06T17:27:27.175455+00:00,ANA,12,239.0,10299.07,0,12,12.0,0.0,0,27.0,6.0,1,1.0,0.0
2026-04-06T17:27:27.175455+00:00,Air France,97,162.03,7134.86,10,87,92.0,5.0,1,41.0,8.0,1,0.8969072164948454,0.10309278350515463
2026-04-06T17:27:27.175455+00:00,Air India,58,180.75,7853.26,6,52,58.0,0.0,0,40.0,6.0,1,0.896551724137931,0.10344827586206896
2026-04-06T17:27:27.175455+00:00,American Airlines,549,188.26,8654.17,57,492,558.0,-9.0,1,35.0,7.0,1,0.8961748633879781,0.10382513661202186
2026-04-06T17:27:27.175455+00:00,British Airways,83,189.08,8066.94,5,78,80.0,3.0,0,22.0,9.0,1,0.9397590361445783,0.060240963855421686
2026-04-06T17:27:27.175455+00:00,Cathay Pacific,132,82.29,2645.77,6,126,130.0,2.0,0,20.0,5.0,1,0.9545454545454546,0.045454545454545456
2026-04-06T17:27:27.175455+00:00,Delta Air Lines,457,194.27,8473.99,30,427,458.0,-1.0,0,63.0,6.0,1,0.9343544857768052,0.06564551422319474
2026-04-06T17:27:27.175455+00:00,Emirates,40,231.47,9189.91,0,40,40.0,0.0,0,36.0,8.0,1,1.0,0.0
2026-04-06T17:27:27.175455+00:00,Etihad Airways,24,213.35,8186.86,1,23,24.0,0.0,0,19.0,7.0,1,0.9583333333333334,0.041666666666666664
2026-04-06T17:27:27.175455+00:00,IndiGo,70,162.62,7368.04,9,61,75.0,-5.0,1,62.0,9.0,1,0.8714285714285714,0.12857142857142856
2026-04-06T17:27:27.175455+00:00,Japan Airlines,11,208.6,10275.57,1,10,12.0,-1.0,0,23.0,8.0,1,0.9090909090909091,0.09090909090909091
2026-04-06T17:27:27.175455+00:00,KLM,71,171.04,6647.53,5,66,76.0,-5.0,1,52.0,6.0,1,0.9295774647887324,0.07042253521126761
2026-04-06T17:27:27.175455+00:00,Lufthansa,120,183.34,7632.14,7,113,124.0,-4.0,0,34.0,6.0,1,0.9416666666666667,0.058333333333333334
2026-04-06T17:27:27.175455+00:00,Qantas,5,156.75,5109.97,1,4,6.0,-1.0,0,23.0,8.0,1,0.8,0.2
2026-04-06T17:27:27.175455+00:00,Qatar Airways,19,244.06,9448.4,0,19,18.0,1.0,0,14.0,4.0,1,1.0,0.0
2026-04-06T17:27:27.175455+00:00,Singapore Airlines,22,239.25,9608.47,1,21,24.0,-2.0,0,23.0,7.0,1,0.9545454545454546,0.045454545454545456
2026-04-06T17:27:27.175455+00:00,SpiceJet,8,181.33,7903.85,0,8,8.0,0.0,0,4.0,2.0,1,1.0,0.0
2026-04-06T17:27:27.175455+00:00,Thai Airways,23,87.47,2704.74,5,18,21.0,2.0,0,0.0,0.0,0,0.782608695652174,0.21739130434782608
2026-04-06T17:27:27.175455+00:00,Turkish Airlines,131,200.74,8938.02,6,125,130.0,1.0,0,10.0,6.0,1,0.9541984732824428,0.04580152671755725
2026-04-06T17:27:27.175455+00:00,United Airlines,493,187.52,8254.25,49,444,477.0,16.0,1,35.0,7.0,1,0.9006085192697769,0.09939148073022312
2026-04-06T17:32:34.504077+00:00,ANA,12,237.39,10342.25,0,12,12.0,0.0,0,27.0,6.0,1,1.0,0.0
2026-04-06T17:32:34.504077+00:00,Air France,92,166.77,7391.58,9,83,97.0,-5.0,1,41.0,8.0,1,0.9021739130434783,0.09782608695652174
2026-04-06T17:32:34.504077+00:00,Air India,56,173.44,7563.76,6,50,58.0,-2.0,0,40.0,6.0,1,0.8928571428571429,0.10714285714285714
2026-04-06T17:32:34.504077+00:00,American Airlines,564,186.54,8585.69,60,504,549.0,15.0,1,35.0,7.0,1,0.8936170212765957,0.10638297872340426
2026-04-06T17:32:34.504077+00:00,British Airways,82,183.93,7973.93,6,76,83.0,-1.0,0,22.0,9.0,1,0.926829268292683,0.07317073170731707
2026-04-06T17:32:34.504077+00:00,Cathay Pacific,142,86.02,2776.48,6,136,132.0,10.0,1,20.0,5.0,1,0.9577464788732394,0.04225352112676056
2026-04-06T17:32:34.504077+00:00,Delta Air Lines,455,192.78,8635.25,38,417,457.0,-2.0,0,63.0,6.0,1,0.9164835164835164,0.08351648351648351
2026-04-06T17:32:34.504077+00:00,Emirates,41,226.92,9193.53,1,40,40.0,1.0,0,36.0,8.0,1,0.975609756097561,0.024390243902439025
2026-04-06T17:32:34.504077+00:00,Etihad Airways,23,211.52,8713.29,2,21,24.0,-1.0,0,19.0,7.0,1,0.9130434782608695,0.08695652173913043
2026-04-06T17:32:34.504077+00:00,IndiGo,65,159.08,7019.18,8,57,70.0,-5.0,1,62.0,9.0,1,0.8769230769230769,0.12307692307692308
2026-04-06T17:32:34.504077+00:00,Japan Airlines,9,234.37,10570.63,0,9,11.0,-2.0,0,23.0,8.0,1,1.0,0.0
2026-04-06T17:32:34.504077+00:00,KLM,68,166.05,6542.91,8,60,71.0,-3.0,0,52.0,6.0,1,0.8823529411764706,0.11764705882352941
2026-04-06T17:32:34.504077+00:00,Lufthansa,122,177.95,7938.14,14,108,120.0,2.0,0,34.0,6.0,1,0.8852459016393442,0.11475409836065574
2026-04-06T17:32:34.504077+00:00,Qantas,4,181.06,6242.69,0,4,5.0,-1.0,0,23.0,8.0,1,1.0,0.0
2026-04-06T17:32:34.504077+00:00,Qatar Airways,18,231.99,9536.01,0,18,19.0,-1.0,0,14.0,4.0,1,1.0,0.0
2026-04-06T17:32:34.504077+00:00,Singapore Airlines,20,237.07,10070.43,1,19,22.0,-2.0,0,23.0,7.0,1,0.95,0.05
2026-04-06T17:32:34.504077+00:00,SpiceJet,9,197.02,8564.03,0,9,8.0,1.0,0,4.0,2.0,1,1.0,0.0
2026-04-06T17:32:34.504077+00:00,Thai Airways,26,95.43,2891.62,5,21,23.0,3.0,0,0.0,0.0,0,0.8076923076923077,0.19230769230769232
2026-04-06T17:32:34.504077+00:00,Turkish Airlines,128,202.2,9615.1,9,119,131.0,-3.0,0,10.0,6.0,1,0.9296875,0.0703125
2026-04-06T17:32:34.504077+00:00,United Airlines,485,186.85,8096.23,44,441,493.0,-8.0,1,35.0,7.0,1,0.9092783505154639,0.09072164948453608
2026-04-06T17:37:38.903691+00:00,ANA,13,225.4,8973.43,0,13,12.0,1.0,0,27.0,6.0,1,1.0,0.0
2026-04-06T17:37:38.903691+00:00,Air France,90,166.24,7567.13,9,81,92.0,-2.0,0,41.0,8.0,1,0.9,0.1
2026-04-06T17:37:38.903691+00:00,Air India,55,181.38,7477.56,4,51,56.0,-1.0,0,40.0,6.0,1,0.9272727272727272,0.07272727272727272
2026-04-06T17:37:38.903691+00:00,American Airlines,553,187.89,8496.8,52,501,564.0,-11.0,1,35.0,7.0,1,0.9059674502712477,0.09403254972875226
2026-04-06T17:37:38.903691+00:00,British Airways,82,189.41,7878.88,5,77,82.0,0.0,0,22.0,9.0,1,0.9390243902439024,0.06097560975609756
2026-04-06T17:37:38.903691+00:00,Cathay Pacific,140,83.2,2638.95,5,135,142.0,-2.0,0,20.0,5.0,1,0.9642857142857143,0.03571428571428571
2026-04-06T17:37:38.903691+00:00,Delta Air Lines,450,193.86,8645.94,36,414,455.0,-5.0,1,63.0,6.0,1,0.92,0.08
2026-04-06T17:37:38.903691+00:00,Emirates,46,220.79,8764.35,1,45,41.0,5.0,1,36.0,8.0,1,0.9782608695652174,0.021739130434782608
2026-04-06T17:37:38.903691+00:00,Etihad Airways,27,215.24,8542.63,2,25,23.0,4.0,0,19.0,7.0,1,0.9259259259259259,0.07407407407407407
2026-04-06T17:37:38.903691+00:00,IndiGo,61,172.58,6840.13,5,56,65.0,-4.0,0,62.0,9.0,1,0.9180327868852459,0.08196721311475409
2026-04-06T17:37:38.903691+00:00,Japan Airlines,8,240.58,10779.44,0,8,9.0,-1.0,0,23.0,8.0,1,1.0,0.0
2026-04-06T17:37:38.903691+00:00,KLM,64,158.08,5737.47,6,58,68.0,-4.0,0,52.0,6.0,1,0.90625,0.09375
2026-04-06T17:37:38.903691+00:00,Lufthansa,113,176.74,8234.19,15,98,122.0,-9.0,1,34.0,6.0,1,0.8672566371681416,0.13274336283185842
2026-04-06T17:37:38.903691+00:00,Qantas,5,145.89,6797.04,1,4,4.0,1.0,0,23.0,8.0,1,0.8,0.2
2026-04-06T17:37:38.903691+00:00,Qatar Airways,18,221.41,9814.11,1,17,18.0,0.0,0,14.0,4.0,1,0.9444444444444444,0.05555555555555555
2026-04-06T17:37:38.903691+00:00,Singapore Airlines,27,233.45,9471.07,1,26,20.0,7.0,1,23.0,7.0,1,0.9629629629629629,0.037037037037037035
2026-04-06T17:37:38.903691+00:00,SpiceJet,9,205.81,9458.11,0,9,9.0,0.0,0,4.0,2.0,1,1.0,0.0
2026-04-06T17:37:38.903691+00:00,Thai Airways,22,123.59,3733.8,1,21,26.0,-4.0,0,0.0,0.0,0,0.9545454545454546,0.045454545454545456
2026-04-06T17:37:38.903691+00:00,Turkish Airlines,130,201.57,9557.98,8,122,128.0,2.0,0,10.0,6.0,1,0.9384615384615385,0.06153846153846154
2026-04-06T17:37:38.903691+00:00,United Airlines,494,185.71,7944.5,44,450,485.0,9.0,1,35.0,7.0,1,0.9109311740890689,0.08906882591093117
2026-04-06T17:42:41.371603+00:00,ANA,12,222.51,8770.62,0,12,13.0,-1.0,0,27.0,6.0,1,1.0,0.0
2026-04-06T17:42:41.371603+00:00,Air France,95,167.65,7304.55,6,89,90.0,5.0,1,41.0,8.0,1,0.9368421052631579,0.06315789473684211
2026-04-06T17:42:41.371603+00:00,Air India,55,167.8,7485.79,6,49,55.0,0.0,0,40.0,6.0,1,0.8909090909090909,0.10909090909090909
2026-04-06T17:42:41.371603+00:00,American Airlines,553,185.96,8412.25,54,499,553.0,0.0,0,35.0,7.0,1,0.9023508137432188,0.09764918625678119
2026-04-06T17:42:41.371603+00:00,British Airways,85,192.72,7657.27,2,83,82.0,3.0,0,22.0,9.0,1,0.9764705882352941,0.023529411764705882
2026-04-06T17:42:41.371603+00:00,Cathay Pacific,133,85.73,2664.2,5,128,140.0,-7.0,1,20.0,5.0,1,0.9624060150375939,0.03759398496240601
2026-04-06T17:42:41.371603+00:00,Delta Air Lines,449,193.71,8774.46,40,409,450.0,-1.0,0,63.0,6.0,1,0.910913140311804,0.08908685968819599
2026-04-06T17:42:41.371603+00:00,Emirates,44,223.29,8500.46,0,44,46.0,-2.0,0,36.0,8.0,1,1.0,0.0
2026-04-06T17:42:41.371603+00:00,Etihad Airways,21,224.14,8671.56,1,20,27.0,-6.0,1,19.0,7.0,1,0.9523809523809523,0.047619047619047616
2026-04-06T17:42:41.371603+00:00,IndiGo,62,168.16,7428.09,8,54,61.0,1.0,0,62.0,9.0,1,0.8709677419354839,0.12903225806451613
2026-04-06T17:42:41.371603+00:00,Japan Airlines,8,244.89,10978.52,0,8,8.0,0.0,0,23.0,8.0,1,1.0,0.0
2026-04-06T17:42:41.371603+00:00,KLM,58,160.53,5814.96,7,51,64.0,-6.0,1,52.0,6.0,1,0.8793103448275862,0.1206896551724138
2026-04-06T17:42:41.371603+00:00,Lufthansa,110,184.21,7875.23,9,101,113.0,-3.0,0,34.0,6.0,1,0.9181818181818182,0.08181818181818182
2026-04-06T17:42:41.371603+00:00,Qantas,5,163.63,7124.7,1,4,5.0,0.0,0,23.0,8.0,1,0.8,0.2
2026-04-06T17:42:41.371603+00:00,Qatar Airways,20,226.77,10678.43,1,19,18.0,2.0,0,14.0,4.0,1,0.95,0.05
2026-04-06T17:42:41.371603+00:00,Singapore Airlines,27,232.29,8816.62,0,27,27.0,0.0,0,23.0,7.0,1,1.0,0.0
2026-04-06T17:42:41.371603+00:00,SpiceJet,8,199.65,9804.08,0,8,9.0,-1.0,0,4.0,2.0,1,1.0,0.0
2026-04-06T17:42:41.371603+00:00,Thai Airways,20,121.55,4194.39,2,18,22.0,-2.0,0,0.0,0.0,0,0.9,0.1
2026-04-06T17:42:41.371603+00:00,Turkish Airlines,133,205.84,9549.86,7,126,130.0,3.0,0,10.0,6.0,1,0.9473684210526315,0.05263157894736842
2026-04-06T17:42:41.371603+00:00,United Airlines,496,183.01,7970.54,52,444,494.0,2.0,0,35.0,7.0,1,0.8951612903225806,0.10483870967741936
2026-04-06T17:47:44.059396+00:00,ANA,12,219.22,9680.17,1,11,12.0,0.0,0,27.0,6.0,1,0.9166666666666666,0.08333333333333333
2026-04-06T17:47:44.059396+00:00,Air France,88,172.17,7397.75,4,84,95.0,-7.0,1,41.0,8.0,1,0.9545454545454546,0.045454545454545456
2026-04-06T17:47:44.059396+00:00,Air India,52,170.97,7713.66,5,47,55.0,-3.0,0,40.0,6.0,1,0.9038461538461539,0.09615384615384616
2026-04-06T17:47:44.059396+00:00,American Airlines,557,182.9,8535.26,69,488,553.0,4.0,0,35.0,7.0,1,0.8761220825852782,0.12387791741472172
2026-04-06T17:47:44.059396+00:00,British Airways,83,192.79,7492.32,1,82,85.0,-2.0,0,22.0,9.0,1,0.9879518072289156,0.012048192771084338
2026-04-06T17:47:44.059396+00:00,Cathay Pacific,121,85.02,2756.39,6,115,133.0,-12.0,1,20.0,5.0,1,0.9504132231404959,0.049586776859504134
2026-04-06T17:47:44.059396+00:00,Delta Air Lines,452,194.34,8621.14,34,418,449.0,3.0,0,63.0,6.0,1,0.9247787610619469,0.0752212389380531
2026-04-06T17:47:44.059396+00:00,Emirates,43,217.2,8033.25,0,43,44.0,-1.0,0,36.0,8.0,1,1.0,0.0
2026-04-06T17:47:44.059396+00:00,Etihad Airways,20,269.76,8301.99,0,20,21.0,-1.0,0,19.0,7.0,1,1.0,0.0
2026-04-06T17:47:44.059396+00:00,IndiGo,60,160.79,6955.05,8,52,62.0,-2.0,0,62.0,9.0,1,0.8666666666666667,0.13333333333333333
2026-04-06T17:47:44.059396+00:00,Japan Airlines,8,249.65,11199.5,0,8,8.0,0.0,0,23.0,8.0,1,1.0,0.0
2026-04-06T17:47:44.059396+00:00,KLM,54,159.03,5792.63,6,48,58.0,-4.0,0,52.0,6.0,1,0.8888888888888888,0.1111111111111111
2026-04-06T17:47:44.059396+00:00,Lufthansa,107,188.6,7948.43,8,99,110.0,-3.0,0,34.0,6.0,1,0.9252336448598131,0.07476635514018691
2026-04-06T17:47:44.059396+00:00,Qantas,4,184.54,9842.5,1,3,5.0,-1.0,0,23.0,8.0,1,0.75,0.25
2026-04-06T17:47:44.059396+00:00,Qatar Airways,21,211.64,9873.62,1,20,20.0,1.0,0,14.0,4.0,1,0.9523809523809523,0.047619047619047616
2026-04-06T17:47:44.059396+00:00,Singapore Airlines,29,231.0,9113.79,1,28,27.0,2.0,0,23.0,7.0,1,0.9655172413793104,0.034482758620689655
2026-04-06T17:47:44.059396+00:00,SpiceJet,10,176.28,7610.86,0,10,8.0,2.0,0,4.0,2.0,1,1.0,0.0
2026-04-06T17:47:44.059396+00:00,Thai Airways,19,109.81,3685.67,0,19,20.0,-1.0,0,0.0,0.0,0,1.0,0.0
2026-04-06T17:47:44.059396+00:00,Turkish Airlines,134,213.81,9812.24,6,128,133.0,1.0,0,10.0,6.0,1,0.9552238805970149,0.04477611940298507
2026-04-06T17:47:44.059396+00:00,United Airlines,508,183.34,7999.81,55,453,496.0,12.0,1,35.0,7.0,1,0.8917322834645669,0.10826771653543307
2026-04-06T17:52:46.417993+00:00,ANA,11,209.63,10627.36,2,9,12.0,-1.0,0,27.0,6.0,1,0.8181818181818182,0.18181818181818182
2026-04-06T17:52:46.417993+00:00,Air France,79,177.07,7634.53,4,75,88.0,-9.0,1,41.0,8.0,1,0.9493670886075949,0.05063291139240506
2026-04-06T17:52:46.417993+00:00,Air India,48,169.75,8542.95,7,41,52.0,-4.0,0,40.0,6.0,1,0.8541666666666666,0.14583333333333334
2026-04-06T17:52:46.417993+00:00,American Airlines,562,185.92,8409.45,57,505,557.0,5.0,1,35.0,7.0,1,0.8985765124555161,0.10142348754448399
2026-04-06T17:52:46.417993+00:00,British Airways,79,187.92,7881.24,5,74,83.0,-4.0,0,22.0,9.0,1,0.9367088607594937,0.06329113924050633
2026-04-06T17:52:46.417993+00:00,Cathay Pacific,126,83.93,2714.63,6,120,121.0,5.0,1,20.0,5.0,1,0.9523809523809523,0.047619047619047616
2026-04-06T17:52:46.417993+00:00,Delta Air Lines,452,195.85,8592.74,30,422,452.0,0.0,0,63.0,6.0,1,0.9336283185840708,0.06637168141592921
2026-04-06T17:52:46.417993+00:00,Emirates,47,213.82,8066.93,1,46,43.0,4.0,0,36.0,8.0,1,0.9787234042553191,0.02127659574468085
2026-04-06T17:52:46.417993+00:00,Etihad Airways,17,260.27,7231.38,0,17,20.0,-3.0,0,19.0,7.0,1,1.0,0.0
2026-04-06T17:52:46.417993+00:00,IndiGo,54,168.35,6988.88,3,51,60.0,-6.0,1,62.0,9.0,1,0.9444444444444444,0.05555555555555555
2026-04-06T17:52:46.417993+00:00,Japan Airlines,7,261.96,11102.34,0,7,8.0,-1.0,0,23.0,8.0,1,1.0,0.0
2026-04-06T17:52:46.417993+00:00,KLM,51,151.11,5722.79,7,44,54.0,-3.0,0,52.0,6.0,1,0.8627450980392157,0.13725490196078433
2026-04-06T17:52:46.417993+00:00,Lufthansa,109,182.93,7895.25,11,98,107.0,2.0,0,34.0,6.0,1,0.8990825688073395,0.10091743119266056
2026-04-06T17:52:46.417993+00:00,Qantas,3,166.82,10172.7,1,2,4.0,-1.0,0,23.0,8.0,1,0.6666666666666666,0.3333333333333333
2026-04-06T17:52:46.417993+00:00,Qatar Airways,19,220.79,9856.27,0,19,21.0,-2.0,0,14.0,4.0,1,1.0,0.0
2026-04-06T17:52:46.417993+00:00,Singapore Airlines,27,230.52,9720.07,2,25,29.0,-2.0,0,23.0,7.0,1,0.9259259259259259,0.07407407407407407
