source_hub,flight_date,flight_status,departure_airport,departure_iata,departure_icao,departure_delay,departure_scheduled,departure_actual,arrival_airport,arrival_iata,arrival_icao,arrival_delay,arrival_scheduled,arrival_actual,airline_name,airline_iata,airline_icao,flight_number,flight_iata,flight_icao
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:55:00+00:00,2026-04-05T21:11:00+00:00,Don Muang,DMK,VTBD,,2026-04-06T02:40:00+00:00,,AirAsia X,D7,XAX,231,D7231,XAX231
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:45:00+00:00,2026-04-05T20:53:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:00:00+00:00,,Virgin Atlantic,VS,VIR,8733,VS8733,VIR8733
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:45:00+00:00,2026-04-05T20:53:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:00:00+00:00,,Turkish Airlines,TK,THY,7835,TK7835,THY7835
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:45:00+00:00,2026-04-05T20:53:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:00:00+00:00,,Japan Airlines,JL,JTL,9071,JL9071,JTL9071
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:45:00+00:00,2026-04-05T20:53:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:00:00+00:00,,Air France,AF,AFR,3352,AF3352,AFR3352
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:10:00+00:00,2026-04-05T20:15:00+00:00,Thiruvananthapuram International,TRV,VOTV,,2026-04-05T23:30:00+00:00,,Virgin Atlantic,VS,VIR,8966,VS8966,VIR8966
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:10:00+00:00,2026-04-05T20:15:00+00:00,Thiruvananthapuram International,TRV,VOTV,,2026-04-05T23:30:00+00:00,,Japan Airlines,JL,JTL,9298,JL9298,JTL9298
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:00:00+00:00,2026-04-05T20:04:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T22:10:00+00:00,,Virgin Atlantic,VS,VIR,8735,VS8735,VIR8735
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:00:00+00:00,2026-04-05T20:04:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T22:10:00+00:00,,Japan Airlines,JL,JTL,9072,JL9072,JTL9072
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T21:45:00+00:00,2026-04-05T21:53:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-06T00:05:00+00:00,,IndiGo,6E,IGO,395,6E395,IGO395
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T21:30:00+00:00,2026-04-05T21:44:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:55:00+00:00,,Air India,AI,AIC,2433,AI2433,AIC2433
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T21:00:00+00:00,2026-04-05T21:16:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:20:00+00:00,,Air India,AI,AIC,2981,AI2981,AIC2981
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T21:00:00+00:00,2026-04-05T21:16:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:20:00+00:00,,Lufthansa,LH,DLH,5529,LH5529,DLH5529
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:45:00+00:00,2026-04-05T20:53:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:00:00+00:00,,IndiGo,6E,IGO,853,6E853,IGO853
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:30:00+00:00,2026-04-05T20:40:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T23:00:00+00:00,,Air India,AI,AIC,2957,AI2957,AIC2957
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,8.0,2026-04-05T20:10:00+00:00,2026-04-05T20:56:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,8.0,2026-04-05T22:35:00+00:00,,SpiceJet,SG,SEJ,162,SG162,SEJ162
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:10:00+00:00,2026-04-05T20:15:00+00:00,Thiruvananthapuram International,TRV,VOTV,,2026-04-05T23:30:00+00:00,,IndiGo,6E,IGO,772,6E772,IGO772
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T20:00:00+00:00,2026-04-05T20:04:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T22:10:00+00:00,,IndiGo,6E,IGO,303,6E303,IGO303
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,10.0,2026-04-05T19:55:00+00:00,2026-04-05T20:39:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,10.0,2026-04-05T22:20:00+00:00,,Akasa Air,QP,AKJ,1826,QP1826,AKJ1826
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,11.0,2026-04-05T18:10:00+00:00,2026-04-05T18:55:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,11.0,2026-04-05T20:30:00+00:00,,Air India Express,IX,AXB,1056,IX1056,AXB1056
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,11.0,2026-04-05T18:10:00+00:00,2026-04-05T18:55:00+00:00,Chhatrapati Shivaji International (Sahar International),BOM,VABB,11.0,2026-04-05T20:30:00+00:00,,Air India,AI,AIC,9486,AI9486,AIC9486
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T12:20:00+00:00,2026-04-05T12:45:00+00:00,Kastrup,CPH,EKCH,,2026-04-05T19:40:00+00:00,,Singapore Airlines,SQ,SIA,4937,SQ4937,SIA4937
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,12.0,2026-04-05T12:15:00+00:00,2026-04-05T12:42:00+00:00,Zurich,ZRH,LSZH,12.0,2026-04-05T19:15:00+00:00,,SWISS,LX,SWR,9851,LX9851,SWR9851
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T13:40:00+00:00,2026-04-05T13:54:00+00:00,Srinagar,SXR,VISR,,2026-04-05T15:10:00+00:00,,Virgin Atlantic,VS,VIR,8959,VS8959,VIR8959
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T14:25:00+00:00,2026-04-05T14:28:00+00:00,Kanpur,KNU,VECX,,2026-04-05T15:35:00+00:00,,IndiGo,6E,IGO,5396,6E5396,IGO5396
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T13:50:00+00:00,2026-04-05T14:30:00+00:00,Dehra Dun,DED,VIDN,,2026-04-05T15:00:00+00:00,,IndiGo,6E,IGO,6454,6E6454,IGO6454
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T13:40:00+00:00,2026-04-05T13:54:00+00:00,Srinagar,SXR,VISR,,2026-04-05T15:10:00+00:00,,IndiGo,6E,IGO,2747,6E2747,IGO2747
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T12:20:00+00:00,2026-04-05T12:45:00+00:00,Kastrup,CPH,EKCH,,2026-04-05T19:40:00+00:00,,Air India,AI,AIC,157,AI157,AIC157
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,12.0,2026-04-05T12:20:00+00:00,2026-04-05T13:17:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,LIRF,12.0,2026-04-05T18:55:00+00:00,,Air India,AI,AIC,123,AI123,AIC123
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,12.0,2026-04-05T12:15:00+00:00,2026-04-05T12:42:00+00:00,Zurich,ZRH,LSZH,12.0,2026-04-05T19:15:00+00:00,,Air India,AI,AIC,151,AI151,AIC151
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T11:50:00+00:00,2026-04-05T12:15:00+00:00,Dabok,UDR,VAUD,,2026-04-05T13:10:00+00:00,,Air India,AI,AIC,1737,AI1737,AIC1737
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,3.0,2026-04-05T11:50:00+00:00,2026-04-05T12:11:00+00:00,Dehra Dun,DED,VIDN,3.0,2026-04-05T12:40:00+00:00,,IndiGo,6E,IGO,2204,6E2204,IGO2204
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T11:45:00+00:00,2026-04-05T12:16:00+00:00,Charles De Gaulle,CDG,LFPG,,2026-04-05T19:20:00+00:00,,Air India,AI,AIC,143,AI143,AIC143
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T10:45:00+00:00,2026-04-05T10:55:00+00:00,Dabok,UDR,VAUD,,2026-04-05T11:55:00+00:00,,Air France,AF,AFR,3343,AF3343,AFR3343
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T11:00:00+00:00,2026-04-05T11:25:00+00:00,Aizawl,AJL,VELP,,2026-04-05T13:40:00+00:00,,IndiGo,6E,IGO,765,6E765,IGO765
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T10:45:00+00:00,2026-04-05T10:55:00+00:00,Dabok,UDR,VAUD,,2026-04-05T11:55:00+00:00,,IndiGo,6E,IGO,6376,6E6376,IGO6376
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T09:00:00+00:00,2026-04-05T09:11:00+00:00,Dr. Babasaheb Ambedkar International,NAG,VANP,,2026-04-05T10:45:00+00:00,,Virgin Atlantic,VS,VIR,8893,VS8893,VIR8893
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T09:00:00+00:00,2026-04-05T09:11:00+00:00,Dr. Babasaheb Ambedkar International,NAG,VANP,,2026-04-05T10:45:00+00:00,,Air France,AF,AFR,6478,AF6478,AFR6478
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,3.0,2026-04-05T10:00:00+00:00,2026-04-05T10:26:00+00:00,Bikaner,BKB,VIBK,3.0,2026-04-05T11:25:00+00:00,,IndiGo,6E,IGO,7442,6E7442,IGO7442
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,2.0,2026-04-05T09:00:00+00:00,2026-04-05T09:22:00+00:00,Dehra Dun,DED,VIDN,2.0,2026-04-05T09:50:00+00:00,,Air France,AF,AFR,6079,AF6079,AFR6079
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,6.0,2026-04-05T07:40:00+00:00,2026-04-05T08:00:00+00:00,Bagdogra,IXB,VEBD,6.0,2026-04-05T09:30:00+00:00,,Virgin Atlantic,VS,VIR,8809,VS8809,VIR8809
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,6.0,2026-04-05T07:40:00+00:00,2026-04-05T08:00:00+00:00,Bagdogra,IXB,VEBD,6.0,2026-04-05T09:30:00+00:00,,British Airways,BA,BAW,8281,BA8281,BAW8281
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,13.0,2026-04-05T09:30:00+00:00,2026-04-05T10:14:00+00:00,Khwaja Rawash,KBL,OAKB,13.0,2026-04-05T10:30:00+00:00,,Kam Air,RQ,KMF,4406,RQ4406,KMF4406
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T09:00:00+00:00,2026-04-05T09:11:00+00:00,Dr. Babasaheb Ambedkar International,NAG,VANP,,2026-04-05T10:45:00+00:00,,IndiGo,6E,IGO,6443,6E6443,IGO6443
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,2.0,2026-04-05T09:00:00+00:00,2026-04-05T09:22:00+00:00,Dehra Dun,DED,VIDN,2.0,2026-04-05T09:50:00+00:00,,IndiGo,6E,IGO,5298,6E5298,IGO5298
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T08:00:00+00:00,2026-04-05T08:08:00+00:00,Gorakhpur,GOP,VEGK,,2026-04-05T09:25:00+00:00,,IndiGo,6E,IGO,5036,6E5036,IGO5036
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,6.0,2026-04-05T07:40:00+00:00,2026-04-05T08:00:00+00:00,Bagdogra,IXB,VEBD,6.0,2026-04-05T09:30:00+00:00,,IndiGo,6E,IGO,6124,6E6124,IGO6124
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T06:50:00+00:00,2026-04-05T06:59:00+00:00,Krabi,KBV,VTSG,,2026-04-05T12:50:00+00:00,,IndiGo,6E,IGO,1069,6E1069,IGO1069
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T05:10:00+00:00,2026-04-05T05:20:00+00:00,Varanasi,VNS,VEBN,,2026-04-05T06:35:00+00:00,,Virgin Atlantic,VS,VIR,8967,VS8967,VIR8967
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T05:10:00+00:00,2026-04-05T05:20:00+00:00,Varanasi,VNS,VEBN,,2026-04-05T06:35:00+00:00,,Malaysia Airlines,MH,MAS,5283,MH5283,MAS5283
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T05:10:00+00:00,2026-04-05T05:20:00+00:00,Varanasi,VNS,VEBN,,2026-04-05T06:35:00+00:00,,Japan Airlines,JL,JTL,9721,JL9721,JTL9721
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T05:10:00+00:00,2026-04-05T05:20:00+00:00,Varanasi,VNS,VEBN,,2026-04-05T06:35:00+00:00,,Air France,AF,AFR,6456,AF6456,AFR6456
DEL,2026-04-05,active,Indira Gandhi International,DEL,VIDP,,2026-04-05T05:10:00+00:00,2026-04-05T05:20:00+00:00,Varanasi,VNS,VEBN,,2026-04-05T06:35:00+00:00,,IndiGo,6E,IGO,6246,6E6246,IGO6246
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,7.0,2026-04-04T17:45:00+00:00,2026-04-04T18:00:00+00:00,Cochin International,COK,VOCI,7.0,2026-04-04T21:00:00+00:00,,Virgin Atlantic,VS,VIR,8758,VS8758,VIR8758
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,7.0,2026-04-04T17:45:00+00:00,2026-04-04T18:00:00+00:00,Cochin International,COK,VOCI,7.0,2026-04-04T21:00:00+00:00,,Japan Airlines,JL,JTL,9094,JL9094,JTL9094
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,15.0,2026-04-04T18:20:00+00:00,2026-04-04T18:50:00+00:00,Vadodara,BDQ,VABO,15.0,2026-04-04T19:50:00+00:00,,IndiGo,6E,IGO,5014,6E5014,IGO5014
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,15.0,2026-04-04T18:20:00+00:00,2026-04-04T18:50:00+00:00,Vadodara,BDQ,VABO,15.0,2026-04-04T19:50:00+00:00,,Virgin Atlantic,VS,VIR,8692,VS8692,VIR8692
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,15.0,2026-04-04T18:20:00+00:00,2026-04-04T18:50:00+00:00,Vadodara,BDQ,VABO,15.0,2026-04-04T19:50:00+00:00,,British Airways,BA,BAW,8226,BA8226,BAW8226
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,12.0,2026-04-04T18:10:00+00:00,2026-04-04T18:35:00+00:00,Dabok,UDR,VAUD,12.0,2026-04-04T19:25:00+00:00,,IndiGo,6E,IGO,6228,6E6228,IGO6228
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,13.0,2026-04-04T18:10:00+00:00,2026-04-04T18:32:00+00:00,Birsa Munda International,IXR,VERC,13.0,2026-04-04T20:00:00+00:00,,IndiGo,6E,IGO,5023,6E5023,IGO5023
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,13.0,2026-04-04T18:10:00+00:00,2026-04-04T18:32:00+00:00,Birsa Munda International,IXR,VERC,13.0,2026-04-04T20:00:00+00:00,,Virgin Atlantic,VS,VIR,8847,VS8847,VIR8847
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,7.0,2026-04-04T17:45:00+00:00,2026-04-04T18:00:00+00:00,Cochin International,COK,VOCI,7.0,2026-04-04T21:00:00+00:00,,IndiGo,6E,IGO,5001,6E5001,IGO5001
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,4.0,2026-04-04T13:45:00+00:00,2026-04-04T14:28:00+00:00,Tashkent International,TAS,UZTT,4.0,2026-04-04T16:15:00+00:00,,Air India,AI,AIC,7109,AI7109,AIC7109
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T14:40:00+00:00,2026-04-04T14:41:00+00:00,Bagdogra,IXB,VEBD,,2026-04-04T16:40:00+00:00,,Virgin Atlantic,VS,VIR,8805,VS8805,VIR8805
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T14:40:00+00:00,2026-04-04T14:41:00+00:00,Bagdogra,IXB,VEBD,,2026-04-04T16:40:00+00:00,,British Airways,BA,BAW,8280,BA8280,BAW8280
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T14:25:00+00:00,2026-04-04T14:31:00+00:00,Raipur,RPR,VERP,,2026-04-04T16:15:00+00:00,,Virgin Atlantic,VS,VIR,8935,VS8935,VIR8935
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T16:20:00+00:00,2026-04-04T16:22:00+00:00,Dr. Babasaheb Ambedkar International,NAG,VANP,,2026-04-04T18:10:00+00:00,,Air India,AI,AIC,465,AI465,AIC465
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,2.0,2026-04-04T16:20:00+00:00,2026-04-04T16:41:00+00:00,Raipur,RPR,VERP,2.0,2026-04-04T18:10:00+00:00,,IndiGo,6E,IGO,734,6E734,IGO734
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,2.0,2026-04-04T16:20:00+00:00,2026-04-04T16:41:00+00:00,Raipur,RPR,VERP,2.0,2026-04-04T18:10:00+00:00,,Virgin Atlantic,VS,VIR,8937,VS8937,VIR8937
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T15:40:00+00:00,2026-04-04T16:11:00+00:00,Dehra Dun,DED,VIDN,,2026-04-04T16:35:00+00:00,,Air India,AI,AIC,1757,AI1757,AIC1757
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T15:10:00+00:00,2026-04-04T15:16:00+00:00,Dehra Dun,DED,VIDN,,2026-04-04T16:00:00+00:00,,IndiGo,6E,IGO,6226,6E6226,IGO6226
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T14:40:00+00:00,2026-04-04T14:41:00+00:00,Bagdogra,IXB,VEBD,,2026-04-04T16:40:00+00:00,,IndiGo,6E,IGO,6378,6E6378,IGO6378
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T14:30:00+00:00,2026-04-04T14:46:00+00:00,Gorakhpur,GOP,VEGK,,2026-04-04T16:00:00+00:00,,SpiceJet,SG,SEJ,471,SG471,SEJ471
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T14:25:00+00:00,2026-04-04T14:31:00+00:00,Raipur,RPR,VERP,,2026-04-04T16:15:00+00:00,,IndiGo,6E,IGO,6312,6E6312,IGO6312
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,4.0,2026-04-04T13:45:00+00:00,2026-04-04T14:28:00+00:00,Tashkent International,TAS,UZTT,4.0,2026-04-04T16:15:00+00:00,,Uzbekistan Airways,HY,UZB,424,HY424,UZB424
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T13:40:00+00:00,2026-04-04T13:54:00+00:00,Bagdogra,IXB,VEBD,,2026-04-04T16:00:00+00:00,,Akasa Air,QP,AKJ,1807,QP1807,AKJ1807
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T13:35:00+00:00,2026-04-04T13:53:00+00:00,Varanasi,VNS,VEBN,,2026-04-04T15:05:00+00:00,,Air India,AI,AIC,2623,AI2623,AIC2623
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T13:25:00+00:00,2026-04-04T13:38:00+00:00,Singerbhil,IXA,VEAT,,2026-04-04T16:00:00+00:00,,IndiGo,6E,IGO,6503,6E6503,IGO6503
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T11:20:00+00:00,2026-04-04T11:26:00+00:00,Srinagar,SXR,VISR,,2026-04-04T12:35:00+00:00,,Virgin Atlantic,VS,VIR,8957,VS8957,VIR8957
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T11:20:00+00:00,2026-04-04T11:26:00+00:00,Srinagar,SXR,VISR,,2026-04-04T12:35:00+00:00,,Virgin Atlantic,VS,VIR,8962,VS8962,VIR8962
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T12:00:00+00:00,2026-04-04T12:23:00+00:00,Dehra Dun,DED,VIDN,,2026-04-04T13:00:00+00:00,,Air India,AI,AIC,2907,AI2907,AIC2907
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,6.0,2026-04-04T11:50:00+00:00,2026-04-04T12:15:00+00:00,Shirdi Airport,SAG,VASD,6.0,2026-04-04T13:50:00+00:00,,IndiGo,6E,IGO,2487,6E2487,IGO2487
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T11:50:00+00:00,2026-04-04T12:11:00+00:00,Dehra Dun,DED,VIDN,,2026-04-04T12:40:00+00:00,,IndiGo,6E,IGO,2204,6E2204,IGO2204
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T11:30:00+00:00,2026-04-04T11:56:00+00:00,Srinagar,SXR,VISR,,2026-04-04T13:05:00+00:00,,Air India,AI,AIC,1739,AI1739,AIC1739
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T11:20:00+00:00,2026-04-04T11:26:00+00:00,Srinagar,SXR,VISR,,2026-04-04T12:35:00+00:00,,IndiGo,6E,IGO,6132,6E6132,IGO6132
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T11:00:00+00:00,2026-04-04T11:10:00+00:00,Rowriah,JRH,VEJT,,2026-04-04T13:40:00+00:00,,IndiGo,6E,IGO,767,6E767,IGO767
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T09:00:00+00:00,2026-04-04T09:07:00+00:00,Bagdogra,IXB,VEBD,,2026-04-04T11:10:00+00:00,,Air India,AI,AIC,9650,AI9650,AIC9650
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T09:00:00+00:00,2026-04-04T09:07:00+00:00,Bagdogra,IXB,VEBD,,2026-04-04T11:10:00+00:00,,Air India Express,IX,AXB,1076,IX1076,AXB1076
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T08:15:00+00:00,2026-04-04T08:31:00+00:00,Chandigarh,IXC,VICG,,2026-04-04T09:10:00+00:00,,Virgin Atlantic,VS,VIR,8813,VS8813,VIR8813
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T08:15:00+00:00,2026-04-04T08:31:00+00:00,Chandigarh,IXC,VICG,,2026-04-04T09:10:00+00:00,,British Airways,BA,BAW,8787,BA8787,BAW8787
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T08:15:00+00:00,2026-04-04T08:31:00+00:00,Chandigarh,IXC,VICG,,2026-04-04T09:10:00+00:00,,IndiGo,6E,IGO,6050,6E6050,IGO6050
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T08:00:00+00:00,2026-04-04T08:06:00+00:00,Gorakhpur,GOP,VEGK,,2026-04-04T09:25:00+00:00,,IndiGo,6E,IGO,5036,6E5036,IGO5036
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T06:50:00+00:00,2026-04-04T07:10:00+00:00,Gaggal Airport,DHM,VIGG,,2026-04-04T08:20:00+00:00,,IndiGo,6E,IGO,7483,6E7483,IGO7483
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T06:50:00+00:00,2026-04-04T07:00:00+00:00,Krabi,KBV,VTSG,,2026-04-04T12:50:00+00:00,,IndiGo,6E,IGO,1069,6E1069,IGO1069
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T06:20:00+00:00,2026-04-04T06:18:00+00:00,Dr. Babasaheb Ambedkar International,NAG,VANP,,2026-04-04T08:05:00+00:00,,Air India,AI,AIC,415,AI415,AIC415
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T05:45:00+00:00,2026-04-04T05:52:00+00:00,Vijayawada,VGA,VOBZ,,2026-04-04T08:10:00+00:00,,Air India,AI,AIC,2571,AI2571,AIC2571
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T05:10:00+00:00,2026-04-04T05:32:00+00:00,Varanasi,VNS,VEBN,,2026-04-04T06:35:00+00:00,,Virgin Atlantic,VS,VIR,8967,VS8967,VIR8967
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T05:10:00+00:00,2026-04-04T05:32:00+00:00,Varanasi,VNS,VEBN,,2026-04-04T06:35:00+00:00,,IndiGo,6E,IGO,6246,6E6246,IGO6246
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T05:10:00+00:00,2026-04-04T05:32:00+00:00,Varanasi,VNS,VEBN,,2026-04-04T06:35:00+00:00,,Malaysia Airlines,MH,MAS,5283,MH5283,MAS5283
DEL,2026-04-04,active,Indira Gandhi International,DEL,VIDP,,2026-04-04T05:10:00+00:00,2026-04-04T05:32:00+00:00,Varanasi,VNS,VEBN,,2026-04-04T06:35:00+00:00,,Japan Airlines,JL,JTL,9721,JL9721,JTL9721
BOM,2026-04-05,active,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T14:25:00+00:00,2026-04-05T14:50:00+00:00,Dabok,UDR,VAUD,,2026-04-05T16:00:00+00:00,,Air India,AI,AIC,2595,AI2595,AIC2595
BOM,2026-04-05,active,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T13:10:00+00:00,2026-04-05T13:53:00+00:00,Varanasi,VNS,VEBN,,2026-04-05T15:40:00+00:00,,Air India Express,IX,AXB,1023,IX1023,AXB1023
BOM,2026-04-05,active,Chhatrapati Shivaji International (Sahar International),BOM,VABB,,2026-04-05T13:10:00+00:00,2026-04-05T13:53:00+00:00,Varanasi,VNS,VEBN,,2026-04-05T15:40:00+00:00,,Air India,AI,AIC,9518,AI9518,AIC9518
BOM,2026-04-05,active,Chhatrapati Shivaji International (Sahar International),BOM,VABB,2.0,2026-04-05T13:00:00+00:00,2026-04-05T13:42:00+00:00,Varanasi,VNS,VEBN,2.0,2026-04-05T15:20:00+00:00,,Akasa Air,QP,AKJ,1427,QP1427,AKJ1427
