icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,mapped_airline
a4463e,DAL1714,United States,1774544986.0,1774544987,-118.6949,34.5349,4343.4,False,190.13,350.97,13.33,,4518.66,,False,0,Delta Air Lines
4075fd,BAW466,United Kingdom,1774544986.0,1774544986,-3.4056,40.3158,1196.34,False,106.04,325.08,0.0,,1280.16,2017.0,False,0,British Airways
4075fe,BAW402,United Kingdom,1774544987.0,1774544987,3.1397,46.5597,10050.78,False,293.7,160.45,-0.33,,9997.44,2222.0,False,0,British Airways
a56661,UAL1898,United States,1774544987.0,1774544987,-94.1922,42.1499,10652.76,False,220.25,11.18,0.0,,10927.08,6621.0,False,0,United Airlines
a57997,AAL2349,United States,1774544986.0,1774544986,-98.71,37.9612,10660.38,False,250.59,59.8,0.0,,11094.72,1717.0,False,0,American Airlines
a6d234,DAL504,United States,1774544986.0,1774544986,-108.3768,32.4419,9761.22,False,220.6,288.77,-0.33,,10279.38,3034.0,False,0,Delta Air Lines
abd018,DAL2,United States,1774544986.0,1774544986,-68.223,44.9845,12192.0,False,223.52,222.76,0.0,,11986.26,2462.0,False,0,Delta Air Lines
abd010,AAL3015,United States,1774544970.0,1774544970,-73.8746,40.7754,,True,0.0,78.75,,,,,False,0,American Airlines
a44262,DAL1767,United States,1774544986.0,1774544986,-87.5181,21.3025,5288.28,False,217.24,154.77,-16.26,,5577.84,,False,0,Delta Air Lines
a44257,UAL716,United States,1774544986.0,1774544987,-93.6027,39.7929,10972.8,False,199.13,264.07,-0.33,,11323.32,2766.0,False,0,United Airlines
a44258,UAL1908,United States,1774544986.0,1774544986,-65.8227,18.7058,5234.94,False,161.97,94.19,-6.83,,5463.54,,False,0,United Airlines
a4423b,UAL2653,United States,1774544986.0,1774544986,-81.137,37.8527,8999.22,False,265.57,121.53,-4.88,,9304.02,3404.0,False,0,United Airlines
a6f84a,SGE62,United States,1774544986.0,1774544986,-84.9031,30.8586,411.48,False,48.83,249.66,0.65,,464.82,,False,0,SpiceJet
76bd44,TGW875,Singapore,1774544986.0,1774544986,119.5206,20.6665,11879.58,False,230.99,225.27,0.0,,12611.1,,False,0,Thai Airways
a9450d,DAL750,United States,1774544986.0,1774544986,-96.8192,37.0869,12192.0,False,202.44,291.15,0.33,,12626.34,3101.0,False,0,Delta Air Lines
ad237f,AAL2124,United States,1774544986.0,1774544986,-78.8488,27.0397,10668.0,False,235.56,125.67,0.0,,11079.48,5234.0,False,0,American Airlines
a071c8,DAL2533,United States,1774544986.0,1774544986,-122.1964,47.0539,3627.12,False,179.28,161.77,9.43,,3657.6,,False,0,Delta Air Lines
a071c2,DAL1077,United States,1774544834.0,1774544834,-73.8615,40.7711,,True,0.77,42.19,,,,,False,0,Delta Air Lines
ad2384,DAL1374,United States,1774544944.0,1774544944,-84.4381,33.6434,,True,2.57,309.38,,,,,False,0,Delta Air Lines
a097e9,UAL1697,United States,1774544987.0,1774544987,-75.9725,41.1215,5791.2,False,230.44,109.97,0.0,,5852.16,7471.0,False,0,United Airlines
a214e5,AAY2476,United States,1774544986.0,1774544986,-83.4867,29.4777,9052.56,False,229.27,150.27,-4.88,,9479.28,3543.0,False,0,American Airlines
a36a19,AAL249,United States,1774544985.0,1774544986,-97.0905,25.1785,10972.8,False,251.79,193.95,0.0,,11483.34,6511.0,False,0,American Airlines
ab0969,AAL93,United States,1774544986.0,1774544986,-68.7317,43.837,11887.2,False,234.3,204.93,0.33,,11742.42,2450.0,False,0,American Airlines
a3cd58,DAL1444,United States,1774544983.0,1774544986,-77.4385,38.952,,True,0.0,0.0,,,,,False,0,Delta Air Lines
a49d22,DAL494,United States,1774544985.0,1774544986,-100.2473,39.1665,10675.62,False,261.56,69.75,0.0,,11071.86,,False,0,Delta Air Lines
a49d16,DAL1675,United States,1774544987.0,1774544987,-78.7022,34.4004,10058.4,False,233.1,42.14,0.0,,10393.68,613.0,False,0,Delta Air Lines
a9327a,DAL1873,United States,1774544981.0,1774544986,-64.1125,18.3564,7254.24,False,227.81,297.72,7.48,,7589.52,,False,0,Delta Air Lines
a837a5,UAL2163,United States,1774544958.0,1774544962,-77.436,38.9546,,True,0.0,177.19,,,,,False,0,United Airlines
a37d8d,DAL2119,United States,1774544986.0,1774544986,-98.1011,42.6768,10363.2,False,194.46,244.79,0.0,,10622.28,,False,0,Delta Air Lines
a37d8a,DAL1189,United States,1774544749.0,1774544758,-111.9816,40.787,,True,0.9,202.5,,,,,False,0,Delta Air Lines
aab001,UAL853,United States,1774544985.0,1774544985,135.7713,36.4031,10972.8,False,209.03,236.04,0.0,,11041.38,3627.0,False,0,United Airlines
a441ac,UAL1885,United States,1774544986.0,1774544986,-113.7219,33.8201,11506.2,False,221.97,284.36,-5.53,,12039.6,3270.0,False,0,United Airlines
a441ab,UAL1096,United States,1774544986.0,1774544986,-87.767,15.8295,10668.0,False,246.02,156.33,0.0,,11247.12,5731.0,False,0,United Airlines
a12a9e,UAL1192,United States,1774544986.0,1774544986,-82.0723,26.3582,10668.0,False,229.36,114.09,0.0,,11087.1,7021.0,False,0,United Airlines
aa739e,UAL1480,United States,1774544986.0,1774544986,-78.7721,37.3599,10972.8,False,233.76,216.77,0.0,,11277.6,2637.0,False,0,United Airlines
a12a80,UAL1339,United States,1774544986.0,1774544986,-96.2354,36.5339,10058.4,False,255.88,120.17,0.0,,10485.12,642.0,False,0,United Airlines
a12a81,UAL1827,United States,1774544985.0,1774544986,-91.5102,41.361,10668.0,False,270.47,80.81,0.33,,10942.32,,False,0,United Airlines
a12a82,UAL1499,United States,1774544982.0,1774544986,-92.738,33.1449,9448.8,False,238.49,40.98,0.0,,9898.38,,False,0,United Airlines
adcca6,AAL2420,United States,1774544985.0,1774544986,-110.0564,35.4252,10058.4,False,253.97,70.72,0.0,,10523.22,1360.0,False,0,American Airlines
ab8031,DAL809,United States,1774544985.0,1774544985,-112.0361,35.3244,10363.2,False,223.34,284.13,0.0,,10820.4,4161.0,False,0,Delta Air Lines
ac033e,UAL2465,United States,1774544985.0,1774544986,-81.181,33.8735,7208.52,False,215.07,131.31,-8.13,,7505.7,5620.0,False,0,United Airlines
a12a7b,UAL1081,United States,1774544986.0,1774544986,-87.2264,22.1972,8458.2,False,225.22,313.8,6.5,,8823.96,,False,0,United Airlines
a12a7d,UAL543,United States,1774544986.0,1774544986,-93.2313,41.0966,10363.2,False,200.62,254.07,0.0,,10652.76,3232.0,False,0,United Airlines
a12a7f,UAL1896,United States,1774544986.0,1774544986,-118.596,34.0232,2735.58,False,145.49,96.5,-6.83,,2842.26,,False,0,United Airlines
acad53,DAL649,United States,1774544986.0,1774544986,-108.5894,38.3982,10058.4,False,251.8,166.53,0.0,,10416.54,,False,0,Delta Air Lines
a441fb,DAL2374,United States,1774544884.0,1774544904,-115.4859,40.7915,10972.8,False,222.71,333.97,0.0,,11285.22,,False,0,Delta Air Lines
ac4a44,AAL3206,United States,1774544985.0,1774544985,-80.1073,25.7325,1828.8,False,133.88,113.31,13.33,,1920.24,,False,0,American Airlines
a6e4e8,AAL413,United States,1774544986.0,1774544986,-97.2976,30.9801,7932.42,False,220.27,198.52,0.0,,8351.52,564.0,False,0,American Airlines
ac01d3,DAL1082,United States,1774544912.0,1774544922,-72.6601,41.9599,167.64,False,74.94,224.44,-3.58,,114.3,7206.0,False,0,Delta Air Lines
400b82,BAW744,United Kingdom,1774544986.0,1774544986,1.4007,49.4761,9448.8,False,271.24,141.39,0.33,,9479.28,520.0,False,0,British Airways
a06010,AAL2325,United States,1774544986.0,1774544986,-94.1844,33.0118,9898.38,False,243.97,78.07,4.55,,10370.82,2227.0,False,0,American Airlines
a5b1a8,UAL791,United States,1774544925.0,1774544925,-104.6756,39.8567,,True,6.43,90.0,,,,,False,0,United Airlines
a1f622,UAL435,United States,1774544986.0,1774544986,-111.8346,41.7133,10668.0,False,293.95,77.57,0.0,,10965.18,,False,0,United Airlines
4d23c3,CXI47VB,Malta,1774544986.0,1774544987,6.1321,46.0667,10363.2,False,203.58,47.77,0.0,,10172.7,3372.0,False,0,Cathay Pacific
a08663,AAL2016,United States,1774544985.0,1774544986,-86.8882,21.0456,,True,1.8,303.75,,,,,False,0,American Airlines
a48a8f,DAL729,United States,1774544986.0,1774544986,-85.6495,34.2067,7132.32,False,227.13,107.53,-12.03,,7467.6,2004.0,False,0,Delta Air Lines
a6f91c,SGE68,United States,1774544974.0,1774544986,-85.2148,30.9582,685.8,False,49.14,19.57,0.0,,739.14,,False,0,SpiceJet
a19343,AAL2596,United States,1774544879.0,1774544975,-64.3257,18.0394,7970.52,False,212.89,118.11,-7.48,,8321.04,,False,0,American Airlines
ab3d40,AAY2702,United States,1774544986.0,1774544986,-77.002,35.7884,11582.4,False,246.81,204.37,0.0,,11894.82,,False,0,American Airlines
a75fbf,UAL1732,United States,1774544986.0,1774544987,-75.8779,43.0728,10363.2,False,178.6,271.82,-0.33,,10347.96,3517.0,False,0,United Airlines
acad02,AAL1327,United States,1774544985.0,1774544986,-74.449,40.2252,5242.56,False,188.52,237.48,7.8,,5295.9,,False,0,American Airlines
ad34b9,DAL3127,United States,1774544986.0,1774544986,-83.5056,32.5316,7818.12,False,250.74,143.34,5.85,,8168.64,5756.0,False,0,Delta Air Lines
a1804c,AAL1633,United States,1774544985.0,1774544985,-116.6611,32.8595,4869.18,False,202.26,22.59,4.55,,5082.54,,False,0,American Airlines
a5d927,UAL261,United States,1774544986.0,1774544986,-106.7542,35.2849,4747.26,False,181.86,328.06,4.23,,4983.48,,False,0,United Airlines
a32367,DAL2519,United States,1774544986.0,1774544986,-85.3724,41.1101,10972.8,False,196.54,313.09,0.0,,11231.88,3625.0,False,0,Delta Air Lines
a32368,DAL1990,United States,1774544985.0,1774544986,-78.5899,26.4522,10660.38,False,240.83,139.5,0.0,,11049.0,4161.0,False,0,Delta Air Lines
a25e18,CXK192,United States,1774544984.0,1774544986,-95.9976,33.3902,1013.46,False,60.33,78.69,0.33,,1036.32,,False,0,Cathay Pacific
a5c694,UAL1677,United States,1774544986.0,1774544986,-90.333,39.3651,10058.4,False,234.81,21.73,0.0,,10416.54,7437.0,False,0,United Airlines
abf78f,AAL1494,United States,1774544971.0,1774544971,-87.9079,41.9674,,True,6.43,289.69,,,,6713.0,False,0,American Airlines
a085a4,UAL1912,United States,1774544985.0,1774544986,-108.2199,37.5688,11277.6,False,258.23,54.57,0.0,,11719.56,1025.0,False,0,United Airlines
ab09b4,DAL1031,United States,1774544986.0,1774544986,-84.434,33.6468,259.08,False,93.63,270.31,11.38,,304.8,,False,0,Delta Air Lines
ab819c,UAL511,United States,1774544753.0,1774544754,-77.0397,38.8571,,True,10.29,354.38,,,,,False,0,United Airlines
a75fdf,UAL2852,United States,1774544946.0,1774544946,-80.3194,25.786,0.0,False,77.72,88.1,-3.25,,60.96,6730.0,True,0,United Airlines
846888,ANA9420,Japan,1774544985.0,1774544986,125.7407,37.1207,11277.6,False,260.34,89.09,0.0,,11361.42,,False,0,ANA
aa0aab,AAL2715,United States,1774544983.0,1774544985,-103.9618,31.2198,11277.6,False,236.58,107.33,0.0,,11826.24,,False,0,American Airlines
aa7439,AAL115,United States,1774544986.0,1774544986,-115.3582,32.9181,10972.8,False,246.69,280.82,0.0,,11445.24,616.0,False,0,American Airlines
ab2c04,AAL2282,United States,1774544986.0,1774544986,-88.9604,36.1398,11277.6,False,234.07,36.87,0.0,,11681.46,614.0,False,0,American Airlines
aa7426,UAL1634,United States,1774544986.0,1774544986,-91.2738,39.3868,10469.88,False,247.56,53.53,-4.88,,10812.78,2327.0,False,0,United Airlines
a335f4,DAL1196,United States,1774544754.0,1774544754,-81.7542,26.531,,True,6.69,275.62,,,,3250.0,False,0,Delta Air Lines
4bd155,CXI65RT,Turkey,1774544986.0,1774544986,23.6584,40.0606,10668.0,False,244.1,135.6,0.0,,10660.38,2526.0,False,0,Cathay Pacific
a1f5ff,UAL648,United States,1774544986.0,1774544986,-97.9698,37.9954,10972.8,False,225.31,279.46,0.0,,11407.14,1770.0,False,0,United Airlines
ab3dc3,UAL1668,United States,1774544985.0,1774544985,-115.6924,33.8347,10957.56,False,223.61,273.17,-0.33,,11437.62,2712.0,False,0,United Airlines
a37e5a,DAL861,United States,1774544986.0,1774544986,-113.4971,36.1411,10668.0,False,252.67,72.34,0.0,,11094.72,6734.0,False,0,Delta Air Lines
407534,BAW59P,United Kingdom,1774544775.0,1774544776,12.3255,45.4846,213.36,False,65.54,42.46,-3.25,,137.16,527.0,False,0,British Airways
407535,BAW560F,United Kingdom,1774544986.0,1774544986,7.3008,45.0774,11285.22,False,259.37,135.24,0.0,,11109.96,6370.0,False,0,British Airways
86d288,ANA813,Japan,1774544986.0,1774544986,139.3857,35.0894,6423.66,False,184.28,243.65,10.73,,6477.0,,False,0,ANA
a442f3,DAL1398,United States,1774544986.0,1774544986,-81.0654,37.0062,11582.4,False,226.48,238.66,0.0,,11910.06,3404.0,False,0,Delta Air Lines
40624f,BAW3AK,United Kingdom,1774544986.0,1774544986,-1.4713,50.2018,8755.38,False,205.99,20.92,-5.2,,8869.68,2326.0,False,0,British Airways
3cdd32,LHB2,Germany,1774544985.0,1774544986,4.7435,45.899,11887.2,False,233.07,227.68,-0.33,,11811.0,2741.0,False,0,Lufthansa
a6709b,DAL2399,United States,1774544809.0,1774544811,-83.3623,42.2317,312.42,False,69.3,208.85,-3.58,,213.36,703.0,False,0,Delta Air Lines
a25e9e,CXK404,United States,1774544986.0,1774544986,-112.0202,41.1202,1546.86,False,40.75,322.7,0.33,,1600.2,,False,0,Cathay Pacific
a86e6c,UAL749,United States,1774544986.0,1774544986,-66.2823,46.3287,10972.8,False,218.09,230.26,0.33,,10614.66,2477.0,False,0,United Airlines
a0d72b,AAL2321,United States,1774544986.0,1774544986,-95.0616,31.9818,9852.66,False,228.18,285.7,-2.93,,10347.96,,False,0,American Airlines
ad22e1,UAL1568,United States,1774544883.0,1774544885,-110.8049,42.2759,10050.78,False,270.29,69.15,0.33,,10332.72,,False,0,United Airlines
a9cb18,AAL51,United States,1774544986.0,1774544986,-90.1303,39.7619,10972.8,False,238.46,218.25,0.0,,11300.46,740.0,False,0,American Airlines
adbb39,AAL2024,United States,1774544986.0,1774544986,-81.1518,31.9462,10058.4,False,213.31,19.44,0.0,,10439.4,2155.0,False,0,American Airlines
a12ac7,UAL738,United States,1774544986.0,1774544986,-82.1291,30.2064,10972.8,False,243.33,180.0,0.0,,11399.52,1626.0,False,0,United Airlines
a12ac8,UAL1232,United States,1774544986.0,1774544986,-94.1924,39.24,10668.0,False,265.59,96.45,0.0,,11026.14,1444.0,False,0,United Airlines
a12ac9,UAL1575,United States,1774544984.0,1774544984,-101.3941,40.1304,10233.66,False,267.55,82.82,4.88,,10591.8,,False,0,United Airlines
a20433,UAL984,United States,1774544986.0,1774544986,-117.664,48.7319,11582.4,False,229.57,204.21,0.0,,11384.28,3365.0,False,0,United Airlines
a0c42c,AAL1856,United States,1774544519.0,1774544745,-97.0355,32.8961,,True,0.0,286.88,,,,,False,0,American Airlines
a50e93,DAL169,United States,1774544916.0,1774544917,-73.7728,40.6307,,True,7.46,300.94,,,,,False,0,Delta Air Lines
a12ac2,UAL1799,United States,1774544986.0,1774544986,-112.3549,35.5176,9144.0,False,212.23,278.5,0.0,,9555.48,,False,0,United Airlines
a695ea,AAL1326,United States,1774544986.0,1774544986,-87.6628,39.659,10058.4,False,251.69,63.28,0.0,,10340.34,4121.0,False,0,American Airlines
a25dcb,CXK460,United States,1774544986.0,1774544986,-96.535,30.0521,2103.12,False,64.83,0.91,0.0,,2186.94,,False,0,Cathay Pacific
a12aa4,UAL446,United States,1774544986.0,1774544986,-95.4959,35.542,10363.2,False,224.26,264.6,0.0,,10805.16,2706.0,False,0,United Airlines
a12aa5,UAL1254,United States,1774544986.0,1774544986,-92.3164,31.4884,10972.8,False,223.43,310.14,0.0,,11468.1,6644.0,False,0,United Airlines
300781,DLA4NK,Italy,1774544986.0,1774544986,14.1373,50.0751,807.72,False,81.95,61.5,-5.2,,830.58,1000.0,False,0,Delta Air Lines
a12aa1,UAL501,United States,1774544986.0,1774544986,-109.7013,37.7606,10668.0,False,257.09,60.51,0.0,,11087.1,7332.0,False,0,United Airlines
a13de2,UAL28,United States,1774544986.0,1774544986,120.0791,13.8346,10668.0,False,259.58,47.33,-0.33,,11384.28,,False,0,United Airlines
4cae84,SEJ254,Ireland,1774544899.0,1774544931,80.7342,26.881,9144.0,False,193.01,310.57,0.0,,9502.14,2634.0,False,0,SpiceJet
a12ae6,UAL674,United States,1774544825.0,1774544825,-74.185,40.6844,,True,0.45,185.62,,,,7322.0,False,0,United Airlines
a12ae9,UAL1435,United States,1774544986.0,1774544986,-81.3399,33.0499,9144.0,False,249.24,199.03,0.0,,9517.38,1155.0,False,0,United Airlines
ab2b23,DAL1826,United States,1774544985.0,1774544986,-102.1054,31.555,10363.2,False,235.44,223.49,0.0,,10904.22,2464.0,False,0,Delta Air Lines
a4dab6,UAL2743,United States,1774544986.0,1774544986,-94.1293,41.3832,11277.6,False,273.2,81.34,-0.33,,11551.92,7647.0,False,0,United Airlines
a12ae4,UAL779,United States,1774544986.0,1774544986,-102.6159,37.1819,10972.8,False,224.42,338.91,0.0,,11430.0,,False,0,United Airlines
a12ae5,UAL2491,United States,1774544985.0,1774544985,-111.9234,32.8301,10972.8,False,224.68,281.49,0.0,,11475.72,4045.0,False,0,United Airlines
a12aea,UAL595,United States,1774544986.0,1774544986,-76.4748,39.757,9753.6,False,218.44,236.24,0.0,,9921.24,4153.0,False,0,United Airlines
a12aeb,UAL217,United States,1774544700.0,1774544700,-111.7808,38.0941,10972.8,False,176.51,276.36,0.0,,11391.9,1364.0,False,0,United Airlines
a25df2,CXK140,United States,1774544986.0,1774544986,-89.6694,34.9679,563.88,False,64.31,90.92,-3.25,,571.5,,False,0,Cathay Pacific
a25df5,CXK440,United States,1774544985.0,1774544986,-80.1552,40.7619,762.0,False,41.72,272.83,2.93,,716.28,2225.0,False,0,Cathay Pacific
a33766,AAL9782,United States,1774544986.0,1774544986,-80.3893,25.7994,396.24,False,80.36,87.06,-2.28,,457.2,5445.0,False,0,American Airlines
ab2b2c,DAL562,United States,1774544986.0,1774544986,-96.59,39.7764,10668.0,False,255.01,131.89,0.0,,11026.14,,False,0,Delta Air Lines
ac15d1,UAL2461,United States,1774544986.0,1774544987,-79.203,35.8199,3680.46,False,165.14,269.46,10.4,,3802.38,,False,0,United Airlines
aad5ca,AAL193,United States,1774544985.0,1774544986,-76.1789,36.8504,10668.0,False,232.71,263.02,0.0,,10957.56,,False,0,American Airlines
a086b4,DAL2958,United States,1774544985.0,1774544986,-81.8906,41.2298,9136.38,False,198.11,302.16,0.0,,9326.88,2116.0,False,0,Delta Air Lines
a01f13,DAL2656,United States,1774544986.0,1774544986,-95.4059,37.0149,11277.6,False,221.51,10.03,-0.33,,11727.18,6714.0,False,0,Delta Air Lines
ad6b0f,AAL3211,United States,1774544982.0,1774544982,-97.0319,32.9034,,True,7.72,0.0,,,,,False,0,American Airlines
ad35e0,AAL2220,United States,1774544986.0,1774544986,-94.5752,35.4067,10972.8,False,238.93,203.47,0.0,,11422.38,,False,0,American Airlines
aac8a4,UAL3032,United States,1774544959.0,1774544961,-122.3929,37.6211,,True,2.57,208.12,,,,,False,0,United Airlines
a47d11,DAL1722,United States,1774544986.0,1774544986,-84.8948,33.5947,3421.38,False,183.21,236.8,9.1,,3581.4,,False,0,Delta Air Lines
a7e58d,CXK339,United States,1774544985.0,1774544985,-79.5037,35.6863,495.3,False,50.17,15.46,1.3,,525.78,,False,0,Cathay Pacific
a47d05,DAL511,United States,1774544986.0,1774544986,-83.7629,35.7277,10363.2,False,228.46,358.84,0.0,,10759.44,2767.0,False,0,Delta Air Lines
a11d47,DAL155,United States,1774544745.0,1774544783,-65.5281,48.8584,11277.6,False,218.23,219.36,0.0,,10767.06,2512.0,False,0,Delta Air Lines
800b13,IGO6001,India,1774544698.0,1774544698,78.6198,10.6129,11574.78,False,226.58,213.8,0.0,,12222.48,,False,0,IndiGo
a35d79,DAL853,United States,1774544986.0,1774544987,-123.621,48.8427,8580.12,False,257.27,141.98,-11.05,,8397.24,,False,0,Delta Air Lines
a54299,UAL347,United States,1774544986.0,1774544986,-112.0631,40.8453,10058.4,False,259.15,85.22,0.0,,10386.06,,False,0,United Airlines
a35d73,DAL961,United States,1774544986.0,1774544986,-94.0305,33.544,9707.88,False,246.59,76.98,6.5,,10165.08,3671.0,False,0,Delta Air Lines
ab72b3,DAL904,United States,1774544985.0,1774544985,-113.8949,38.1638,10363.2,False,204.06,282.67,0.0,,10744.2,,False,0,Delta Air Lines
a327ee,DAL2541,United States,1774544987.0,1774544987,-119.0683,34.4531,5836.92,False,198.08,143.87,-9.43,,6111.24,,False,0,Delta Air Lines
a46a72,DAL2214,United States,1774544987.0,1774544987,-102.1579,41.1245,11277.6,False,269.04,93.51,0.0,,11628.12,3140.0,False,0,Delta Air Lines
a6c4d7,AAL2451,United States,1774544987.0,1774544987,-83.5635,29.3055,8420.1,False,251.29,150.71,-8.13,,8793.48,1005.0,False,0,American Airlines
4d2352,SEJ448,Malta,1774544947.0,1774544947,77.1154,28.5618,,True,2.06,106.88,,,,,False,0,SpiceJet
ab6020,DAL895,United States,1774544987.0,1774544987,-94.1897,34.1748,10363.2,False,221.83,271.73,0.0,,10828.02,5446.0,False,0,Delta Air Lines
3985a3,AFR73KY,France,1774544981.0,1774544986,1.3759,43.6212,83.82,True,3.86,233.44,,,,1000.0,False,0,Air France
3985a1,AFR89MM,France,1774544986.0,1774544986,1.6024,43.484,960.12,False,129.46,220.97,-2.28,,1082.04,1000.0,False,0,Air France
ab7376,DAL45,United States,1774544986.0,1774544986,-69.6703,43.8559,9403.08,False,216.86,221.44,-7.15,,9304.02,2440.0,False,0,Delta Air Lines
3985a6,AFR78NH,France,1774544898.0,1774544899,2.3128,48.7185,68.58,False,71.36,61.59,-3.25,,182.88,1000.0,False,0,Air France
a434f9,DAL1929,United States,1774544980.0,1774544986,-100.1112,25.776,,True,0.0,210.94,,,,3333.0,False,0,Delta Air Lines
a44918,UAL230,United States,1774544986.0,1774544986,-94.2903,30.6145,4785.36,False,197.99,246.9,-9.1,,5029.2,1327.0,False,0,United Airlines
a44917,UAL583,United States,1774544986.0,1774544986,-111.624,38.6561,10500.36,False,262.1,99.83,3.58,,10888.98,,False,0,United Airlines
a44916,UAL469,United States,1774544986.0,1774544986,-112.1978,33.3049,10972.8,False,225.38,291.0,0.0,,11468.1,7463.0,False,0,United Airlines
abd69d,DAL2322,United States,1774544986.0,1774544986,-83.2119,34.2679,9151.62,False,242.52,53.71,8.13,,9509.76,1102.0,False,0,Delta Air Lines
4d239a,CXI17YP,Malta,1774544986.0,1774544986,17.7558,43.9276,10972.8,False,244.75,327.45,0.0,,10736.58,5647.0,False,0,Cathay Pacific
a12fda,DAL2188,United States,1774544986.0,1774544987,-83.8407,39.3576,11277.6,False,259.15,161.6,0.0,,11551.92,7562.0,False,0,Delta Air Lines
a46a7e,DAL1570,United States,1774544986.0,1774544986,-79.3486,36.7376,10355.58,False,232.84,216.46,0.0,,10683.24,3455.0,False,0,Delta Air Lines
a59d5f,AAL2894,United States,1774544985.0,1774544986,-80.7285,31.7878,10363.2,False,250.17,208.09,0.0,,10789.92,3731.0,False,0,American Airlines
ad0373,DAL2331,United States,1774544986.0,1774544986,-81.0475,40.7833,9151.62,False,196.14,307.86,-0.65,,9357.36,6260.0,False,0,Delta Air Lines
800b81,SEJ757,India,1774544986.0,1774544986,89.7792,26.4114,11910.06,False,191.56,282.88,1.63,,12352.02,467.0,False,0,SpiceJet
a06646,AAL2808,United States,1774544986.0,1774544986,-82.2147,35.6112,5829.3,False,205.35,105.85,-10.4,,6042.66,7260.0,False,0,American Airlines
300394,DLA8NF,Italy,1774544986.0,1774544987,11.4393,45.9305,9753.6,False,216.02,351.23,-0.33,,9433.56,1000.0,False,0,Delta Air Lines
a44964,UAL1930,United States,1774544985.0,1774544986,-110.0689,32.5894,9753.6,False,219.99,280.1,0.0,,10233.66,,False,0,United Airlines
a44963,UAL2100,United States,1774544980.0,1774544980,-77.445,38.9461,,True,2.31,205.31,,,,1541.0,False,0,United Airlines
a4493f,UAL1219,United States,1774544986.0,1774544986,-77.3537,41.4246,9867.9,False,270.39,100.97,-6.5,,9982.2,7422.0,False,0,United Airlines
a0a30e,DAL1452,United States,1774544717.0,1774544717,-111.9815,40.7854,,True,0.06,354.38,,,,,False,0,Delta Air Lines
a44943,DAL1400,United States,1774544986.0,1774544987,-90.5192,38.707,1866.9,False,132.75,181.11,11.05,,1889.76,,False,0,Delta Air Lines
a6893e,DAL464,United States,1774544986.0,1774544986,-90.5362,40.6743,9753.6,False,205.27,269.43,0.0,,10058.4,7741.0,False,0,Delta Air Lines
a44938,UAL1042,United States,1774544980.0,1774544980,-77.6551,33.3078,10363.2,False,259.99,189.8,0.0,,10706.1,,False,0,United Airlines
ac0941,DAL2074,United States,1774544789.0,1774544790,-99.3516,42.4335,10363.2,False,193.53,265.43,0.0,,10629.9,,False,0,Delta Air Lines
abe930,DAL1357,United States,1774544986.0,1774544986,-81.3495,29.7202,10668.0,False,225.61,357.12,0.0,,11094.72,2245.0,False,0,Delta Air Lines
4d229d,SEJ330,Malta,1774544986.0,1774544986,73.2404,19.3842,3771.9,False,136.21,42.24,-4.88,,3954.78,,False,0,SpiceJet
a4491c,UAL2375,United States,1774544985.0,1774544986,-105.6918,40.6454,7254.24,False,226.66,115.4,-5.2,,7536.18,1552.0,False,0,United Airlines
a4491f,DAL1915,United States,1774544985.0,1774544986,-87.7114,24.0379,11277.6,False,241.93,134.22,0.0,,11765.28,,False,0,Delta Air Lines
a04070,CXK618,United States,1774544986.0,1774544986,-98.8295,29.2468,1501.14,False,55.16,86.26,-0.33,,1554.48,,False,0,Cathay Pacific
4cad26,AFZ22P,Ireland,1774544986.0,1774544986,-9.2967,51.4922,304.8,False,39.07,260.91,-0.33,,441.96,,False,0,Air France
a2803d,AAY918,United States,1774544986.0,1774544986,-77.7228,38.392,10363.2,False,226.22,221.96,0.0,,10599.42,3414.0,False,0,American Airlines
398600,AFR31YW,France,1774544984.0,1774544984,2.9652,48.9213,1150.62,False,135.82,89.35,-0.33,,1249.68,1000.0,False,0,Air France
398602,AFR32WP,France,1774544955.0,1774544955,8.5924,50.0386,,True,11.32,247.5,,,,,False,0,Air France
398604,AFR9370,France,1774544986.0,1774544986,3.2138,45.9438,3375.66,False,141.98,20.8,8.78,,3390.9,,False,0,Air France
a44988,DAL1016,United States,1774544986.0,1774544986,-117.0965,44.3124,10058.4,False,275.1,124.25,0.0,,10172.7,,False,0,Delta Air Lines
a44983,UAL2029,United States,1774544986.0,1774544986,-108.7541,37.7549,10058.4,False,271.92,110.84,0.33,,10431.78,,False,0,United Airlines
a44981,UAL2601,United States,1774544984.0,1774544986,-93.6844,32.4504,10668.0,False,254.29,135.74,0.0,,11148.06,3277.0,False,0,United Airlines
a44984,UAL1674,United States,1774544986.0,1774544986,-81.1317,29.2915,10363.2,False,244.76,157.64,0.0,,10774.68,3156.0,False,0,United Airlines
a95a1c,AAL927,United States,1774544986.0,1774544986,-79.913,25.1927,6080.76,False,212.91,147.23,9.75,,6339.84,,False,0,American Airlines
a4495b,UAL441,United States,1774544985.0,1774544986,-86.7607,35.0521,10668.0,False,246.25,175.21,0.0,,11071.86,7521.0,False,0,United Airlines
4d21d4,CXI24HY,Malta,1774544986.0,1774544986,18.1322,43.3664,10370.82,False,246.88,329.86,0.0,,10126.98,2002.0,False,0,Cathay Pacific
